dataset,QuestionID,general_entailment_score,task_aware_entailment_score,delta_entailment_score,general_contradiction_score,task_aware_contradiction_score,delta_contradiction_score,contradiction_reduction,general_obligation_coverage_score,task_aware_obligation_coverage_score,delta_obligation_coverage_score,general_composite_score,task_aware_composite_score,delta_composite_score,composite_winner
obliqa,c5c6b51a-ea2a-4f35-9e19-c496c55d580d,0.05105,0.16639,0.11534000000000001,0.02406,0.13416,0.1101,-0.1101,0.0,0.25,0.25,0.34233,0.42741,0.08507999999999999,task_aware
obliqa,c650d57a-0d0e-4618-abb2-bc31b78db0c3,0.98967,0.53442,-0.45525000000000004,0.97166,0.49919,-0.47246999999999995,0.47246999999999995,0.4,0.06666666666666667,-0.33333333333333337,0.47267,0.3673,-0.10536999999999996,general
obliqa,c67834e9-24be-4935-942d-bd515729ce80,0.36249,0.21014,-0.15234999999999999,0.41662,0.556,0.13938000000000006,-0.13938000000000006,0.045454545454545456,0.0,-0.045454545454545456,0.33044,0.21805,-0.11239000000000002,general
obliqa,c69d69ad-026c-4931-8a8b-03bc5e8170b5,0.02913,0.2958,0.26667,0.32443,0.34857,0.024139999999999995,-0.024139999999999995,0.08333333333333333,0.027777777777777776,-0.05555555555555555,0.26268,0.325,0.062319999999999987,task_aware
obliqa,c72a3ee7-2dc6-42cb-9b33-917f363d9676,0.98899,0.42273,-0.56626,0.33533,0.03554,-0.29979,0.29979,0.0,0.2222222222222222,0.2222222222222222,0.55122,0.53647,-0.01475000000000004,general
obliqa,c7ab44ca-a393-4987-96e1-5f7f92e53c0b,0.71105,0.62372,-0.08732999999999991,0.16225,0.01383,-0.14842,0.14842,0.14814814814814814,0.18518518518518517,0.037037037037037035,0.56565,0.59836,0.03271000000000002,task_aware
obliqa,c8693ee6-a812-4721-b216-97377dcf77e2,0.48815,0.51181,0.023660000000000014,0.02174,0.01211,-0.00963,0.00963,0.3888888888888889,0.2222222222222222,-0.16666666666666669,0.61843,0.57397,-0.044460000000000055,general
obliqa,c8b65ec8-2d56-4dff-83b8-658bae9d5c0b,0.02507,0.68147,0.6564,0.88434,0.44362,-0.44072,0.44072,0.0,0.1111111111111111,0.1111111111111111,0.04691,0.44965,0.40274,task_aware
obliqa,c96c5d3c-258b-4a08-b83f-87dacae29a41,0.592,0.49145,-0.10054999999999997,0.00852,0.00973,0.001210000000000001,-0.001210000000000001,0.05555555555555555,0.05555555555555555,0.0,0.54635,0.51243,-0.03391999999999995,general
obliqa,c979ac53-3eff-4d5b-bdf7-7ced7c5cf71e,0.51722,0.02325,-0.49397,0.47569,0.35968,-0.11601,0.11601,0.07692307692307693,0.07692307692307693,0.0,0.37282,0.24683,-0.12599,general
obliqa,ca444fe7-720d-4ef7-bfcd-df781a95fe5d,0.04497,0.04497,0.0,0.99676,0.99676,0.0,0.0,0.0,0.0,0.0,0.01607,0.01607,0.0,equal
obliqa,ca4903c9-4fb6-4f94-ae6b-a1f3c25bdb3d,0.98877,0.99063,0.0018599999999999728,0.22147,0.39082,0.16935,-0.16935,0.06451612903225806,0.12903225806451613,0.06451612903225806,0.61061,0.57628,-0.03432999999999997,general
obliqa,ca6a9ba0-ea6d-42e5-b5ee-4dcc13cbec2f,0.65471,0.96632,0.31160999999999994,0.1544,0.04688,-0.10752,0.10752,0.16666666666666666,0.16666666666666666,0.0,0.55566,0.69537,0.13971,task_aware
obliqa,ca77b4e6-4d8b-4db8-baab-67bd0aed18e2,0.98874,0.98779,-0.0009500000000000064,0.57339,0.5482,-0.025189999999999935,0.025189999999999935,0.0,0.0,0.0,0.47178,0.47986,0.008080000000000032,task_aware
obliqa,cadff9b9-5dcb-4460-9379-67e859fb7325,0.79325,0.5192,-0.27405,0.95219,0.57,-0.38219000000000003,0.38219000000000003,0.0,0.16666666666666666,0.16666666666666666,0.28035,0.37196,0.09161000000000002,task_aware
obliqa,cbb55e00-e3ad-4953-bf46-75388bab5ba5,0.8738,0.24084,-0.63296,0.88555,0.98615,0.10060000000000002,-0.10060000000000002,0.0,0.047619047619047616,0.047619047619047616,0.32942,0.10077,-0.22865,general
obliqa,ccc56abc-8b73-4f31-aaae-08c12a89e16b,0.98697,0.95113,-0.03583999999999998,0.23009,0.20581,-0.024279999999999996,0.024279999999999996,0.0,0.0625,0.0625,0.58563,0.60261,0.016979999999999995,task_aware
obliqa,cd8b132c-30b0-4322-bd65-e685a5237ad9,0.61484,0.72934,0.11449999999999994,0.62269,0.44764,-0.17504999999999998,0.17504999999999998,0.05,0.05,0.0,0.34738,0.4439,0.09652,task_aware
obliqa,cdbddc86-6662-41ff-8544-f15135b04f5f,0.66503,0.77471,0.10968,0.49935,0.65375,0.15440000000000004,-0.15440000000000004,0.05,0.0,-0.05,0.40523,0.37365,-0.03158,general
obliqa,ce03005b-eb3b-4a63-ae9f-46cce54f23f9,0.10251,0.45178,0.34927,0.98248,0.48269,-0.49979,0.49979,0.0,0.0,0.0,0.04001,0.32303,0.28302,task_aware
obliqa,ce16acab-6297-4b18-b573-0ebdb715d393,0.99435,0.9933,-0.0010499999999999954,0.10289,0.52061,0.41772000000000004,-0.41772000000000004,0.11764705882352941,0.17647058823529413,0.05882352941176472,0.6697,0.54972,-0.11997999999999998,general
obliqa,d0d90199-f757-4667-a276-21b80b36d279,0.27869,0.53136,0.25267000000000006,0.01632,0.04102,0.0247,-0.0247,0.0,0.04,0.04,0.42079,0.51011,0.08931999999999995,task_aware
obliqa,d10e788d-9975-4696-b75b-67122f6a1331,0.01256,0.21753,0.20497,0.72122,0.64414,-0.07707999999999993,0.07707999999999993,0.013888888888888888,0.013888888888888888,0.0,0.10174,0.19576,0.09401999999999999,task_aware
obliqa,d3bac484-fdcf-4cd2-9272-a62658967b36,0.86773,0.79818,-0.06955,0.3853,0.28505,-0.10024999999999995,0.10024999999999995,0.125,0.125,0.0,0.53581,0.54604,0.010229999999999961,task_aware
obliqa,d43a602a-3351-4efa-9650-bdc036d3b9da,0.50457,0.21582,-0.28874999999999995,0.41589,0.57693,0.16104000000000007,-0.16104000000000007,0.05,0.15,0.09999999999999999,0.37956,0.26296,-0.11659999999999998,general
obliqa,d46dbdfd-c277-4d12-b1d9-a5e2a39fc43e,0.31382,0.24125,-0.07257,0.04313,0.17747,0.13434,-0.13434,0.1,0.05,-0.05,0.4569,0.37126,-0.08564,general
obliqa,d49e1a21-3804-490e-bcd6-24414957de6a,0.60186,0.75793,0.15607000000000004,0.06767,0.17695,0.10928,-0.10928,0.18181818181818182,0.045454545454545456,-0.13636363636363635,0.572,0.54214,-0.029859999999999998,general
obliqa,d5c5ede1-0442-45a8-bef0-387b0437128d,0.98132,0.86234,-0.11897999999999997,0.49617,0.10616,-0.39000999999999997,0.39000999999999997,0.0,0.0,0.0,0.49505,0.58539,0.09033999999999998,task_aware
obliqa,d5ecd563-5636-4007-9229-ab9bd9282a02,0.98667,0.9681,-0.018570000000000086,0.54535,0.39596,-0.14939000000000002,0.14939000000000002,0.058823529411764705,0.058823529411764705,0.0,0.50005,0.54365,0.04359999999999997,task_aware
obliqa,d73f177b-7e15-4845-89f2-97f045bcc258,0.13739,0.26328,0.12589,0.72303,0.61196,-0.11107,0.11107,0.0,0.05555555555555555,0.05555555555555555,0.13812,0.23563,0.09751000000000001,task_aware
obliqa,d8069bdf-3ac9-41fa-871a-f1f31537f67a,0.84168,0.38514,-0.45654,0.18701,0.0433,-0.14371,0.14371,0.0,0.06666666666666667,0.06666666666666667,0.55156,0.4695,-0.08206000000000008,general
obliqa,d9ef2eb4-874f-4345-be91-0fd99f946814,0.10119,0.08821,-0.012980000000000005,0.02222,0.02128,-0.0009399999999999999,0.0009399999999999999,0.0625,0.0625,0.0,0.38049,0.37648,-0.0040100000000000136,general
obliqa,dae50736-3cbf-487a-abc3-37b751a25d38,0.01368,0.2554,0.24172000000000002,0.63504,0.53253,-0.1025100000000001,0.1025100000000001,0.25,0.3,0.04999999999999999,0.20955,0.34096,0.13141,task_aware
obliqa,dafbf2aa-01dc-4c72-b5c7-cc3d70ebc39e,0.69533,0.46373,-0.23160000000000003,0.52837,0.3387,-0.18967,0.18967,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.40859,0.41423,0.005639999999999978,task_aware
obliqa,df0a92b6-68eb-4036-a116-5f1987b65b1a,0.77438,0.9014,0.12702000000000002,0.05174,0.0689,0.01716,-0.01716,0.125,0.125,0.0,0.61588,0.6525,0.036619999999999986,task_aware
obliqa,df0ec692-c070-4f68-8337-522f5aab0ca1,0.0448,0.0448,0.0,0.99394,0.99394,0.0,0.0,0.0,0.0,0.0,0.01695,0.01695,0.0,equal
obliqa,df2750df-6333-4a8e-94f0-be7345154a00,0.66522,0.67391,0.008689999999999976,0.15336,0.11796,-0.0354,0.0354,0.2,0.2,0.0,0.57062,0.58532,0.014699999999999935,task_aware
obliqa,df3430f2-eac5-4871-94e0-904e490c9aad,0.45565,0.49643,0.04077999999999998,0.00554,0.01526,0.00972,-0.00972,0.09523809523809523,0.14285714285714285,0.047619047619047616,0.51512,0.54134,0.02622000000000002,task_aware
obliqa,e05c3ba5-d1fc-4c60-9731-544444130ef3,0.1337,0.01444,-0.11926000000000002,0.66731,0.99448,0.32717000000000007,-0.32717000000000007,0.08333333333333333,0.0,-0.08333333333333333,0.18324,0.00665,-0.17659,general
obliqa,e07141c0-5416-4313-90cb-4d07b32c4874,0.60797,0.02017,-0.5878,0.49243,0.50645,0.014019999999999977,-0.014019999999999977,0.0,0.058823529411764705,0.058823529411764705,0.37185,0.19085,-0.18100000000000002,general
obliqa,e08e445e-37e9-498f-a977-50d171f18ce3,0.42169,0.27472,-0.14697,0.21666,0.02506,-0.1916,0.1916,0.2,0.28,0.08000000000000002,0.46834,0.50989,0.041549999999999976,task_aware
obliqa,e0fcf38c-e5fe-430b-8f66-5d6b6d3041e6,0.52843,0.52658,-0.0018499999999999073,0.50533,0.51103,0.005700000000000038,-0.005700000000000038,0.0,0.0,0.0,0.34103,0.33852,-0.0025100000000000122,general
obliqa,e28b2b21-d43b-4a55-8558-3aefbde59a18,0.5414,0.0311,-0.5103,0.93206,0.11899,-0.81307,0.81307,0.0625,0.03125,-0.03125,0.22395,0.31445,0.0905,task_aware
obliqa,e44faeaf-e039-4f30-8840-95e3111d140c,0.48703,0.49445,0.007419999999999982,0.50087,0.50223,0.0013599999999999168,-0.0013599999999999168,0.0,0.0,0.0,0.32872,0.33074,0.0020199999999999663,task_aware
obliqa,e584b338-4f99-4c26-ad72-d84659eaaebb,0.97931,0.97721,-0.0020999999999999908,0.98256,0.98946,0.006900000000000017,-0.006900000000000017,0.0,0.0,0.0,0.33225,0.32925,-0.0030000000000000027,general
obliqa,e5b8ccf8-6b6c-4a59-93de-4329e93e86ad,0.99182,0.99066,-0.0011600000000000499,0.13575,0.06549,-0.07026,0.07026,0.05263157894736842,0.05263157894736842,0.0,0.63623,0.65927,0.02304000000000006,task_aware
obliqa,e614185e-9903-4c7c-97ab-9a7401364599,0.02899,0.02899,0.0,0.99339,0.99339,0.0,0.0,0.0,0.0,0.0,0.01187,0.01187,0.0,equal
obliqa,e61a4af8-19ac-475e-95e1-901ad33ac9c9,0.01273,0.99182,0.97909,0.91188,0.99379,0.08190999999999993,-0.08190999999999993,0.09523809523809523,0.09523809523809523,0.0,0.06536,0.36442,0.29906,task_aware
obliqa,e68b765f-1a24-4c17-9bae-2f472279bd0b,0.31652,0.34558,0.029059999999999975,0.7028,0.53529,-0.16750999999999994,0.16750999999999994,0.039473684210526314,0.09210526315789473,0.05263157894736842,0.21773,0.3008,0.08307,task_aware
obliqa,e707303f-0667-4f1a-a09b-0216279a0447,0.88225,0.96827,0.08601999999999999,0.0129,0.95465,0.94175,-0.94175,0.09090909090909091,0.0,-0.09090909090909091,0.65342,0.33787,-0.31555,general
obliqa,e8db9b43-4254-4520-a058-17bb7d06c2ef,0.66524,0.56806,-0.09718000000000004,0.38972,0.05386,-0.33586,0.33586,0.03333333333333333,0.03333333333333333,0.0,0.43628,0.51584,0.07955999999999996,task_aware
obliqa,eab3deb4-8c99-4842-9920-6f60606d4128,0.49332,0.48771,-0.005610000000000004,0.51553,0.95464,0.43911,-0.43911,0.0125,0.0125,0.0,0.3301,0.18186,-0.14824,general
obliqa,eb26b6f6-12e8-4a9a-9adc-00e2bd9b8ee7,0.49052,0.85428,0.36376000000000003,0.23302,0.42702,0.194,-0.194,0.08,0.08,0.0,0.44583,0.50242,0.056589999999999974,task_aware
obliqa,ed1cfb3a-352a-4a51-a061-ad79a1a9ce3b,0.37498,0.50685,0.13187000000000004,0.19768,0.13566,-0.06201999999999999,0.06201999999999999,0.2,0.13333333333333333,-0.06666666666666668,0.4591,0.50151,0.04241,task_aware
obliqa,ee8663b6-817f-4bd1-bd14-d870d9737087,0.88707,0.66518,-0.22189000000000003,0.16359,0.28869,0.1251,-0.1251,0.05,0.2,0.15000000000000002,0.59116,0.5255,-0.06566000000000005,general
obliqa,ef439d88-a2b6-4421-8f47-c1e869e2a2d2,0.01973,0.03065,0.01092,0.8613,0.98885,0.12755000000000005,-0.12755000000000005,0.0,0.0,0.0,0.05281,0.01393,-0.038880000000000005,general
obliqa,f0695519-e5c9-4252-b30a-44a8b908ae90,0.46467,0.55838,0.09370999999999996,0.00845,0.0483,0.039850000000000003,-0.039850000000000003,0.15789473684210525,0.21052631578947367,0.05263157894736842,0.53804,0.57354,0.03550000000000009,task_aware
obliqa,f1f40819-70f5-4429-b4bc-0fd0d133c42b,0.43078,0.33493,-0.09584999999999999,0.45719,0.4076,-0.04958999999999997,0.04958999999999997,0.25,0.3125,0.0625,0.40786,0.41328,0.00541999999999998,task_aware
obliqa,f5e217b5-c1c8-4a5d-996b-47bdd239fd94,0.84055,0.68671,-0.15383999999999998,0.41442,0.41696,0.0025399999999999867,-0.0025399999999999867,0.05555555555555555,0.16666666666666666,0.1111111111111111,0.4939,0.47881,-0.015089999999999992,general
obliqa,f60bb4b1-51da-4a99-974c-c965ea4b5942,0.39723,0.33499,-0.06224000000000002,0.35242,0.39926,0.04683999999999999,-0.04683999999999999,0.23076923076923078,0.15384615384615385,-0.07692307692307693,0.42519,0.36319,-0.062,general
obliqa,f818dcf9-a6e2-4552-8923-0fba947e3ac1,0.04,0.6193,0.5792999999999999,0.98236,0.99626,0.013900000000000023,-0.013900000000000023,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.03371,0.23667,0.20296,task_aware
obliqa,f84ed1cb-b907-407b-a89e-709f3ee4f16f,0.59718,0.03909,-0.5580900000000001,0.03489,0.99235,0.95746,-0.95746,0.11764705882352941,0.0,-0.11764705882352941,0.55998,0.01558,-0.5444,general
obliqa,f86e8496-fe17-4391-83b6-0ba0a4593911,0.55225,0.57249,0.020240000000000036,0.0251,0.17968,0.15458,-0.15458,0.16666666666666666,0.16666666666666666,0.0,0.56461,0.51983,-0.04477999999999993,general
obliqa,f8f9fca3-e455-4c97-966b-6cacf770ef04,0.99119,0.98704,-0.004149999999999987,0.00831,0.42058,0.41227,-0.41227,0.0,0.0,0.0,0.66096,0.52215,-0.13881,general
obliqa,f902d073-aef2-405f-8f75-d8e87e9417aa,0.84487,0.8475,0.002630000000000021,0.37265,0.41477,0.042120000000000046,-0.042120000000000046,0.18840579710144928,0.11594202898550725,-0.07246376811594203,0.55354,0.51622,-0.03732000000000002,general
obliqa,f9cf61bd-2c9b-4323-a80d-8341e1364bc4,0.53657,0.83013,0.29356000000000004,0.48292,0.42416,-0.058760000000000034,0.058760000000000034,0.047619047619047616,0.047619047619047616,0.0,0.36709,0.48453,0.11743999999999999,task_aware
obliqa,fb2ac9aa-efe6-47c0-a2c7-c89ebbef47cf,0.63154,0.95475,0.32321,0.18367,0.00491,-0.17876,0.17876,0.0,0.09090909090909091,0.09090909090909091,0.48262,0.68025,0.19763000000000003,task_aware
obliqa,fbcda55a-13c2-45d7-a40b-e025ddab13f3,0.48817,0.0057,-0.48247,0.28495,0.64189,0.35694,-0.35694,0.21428571428571427,0.21428571428571427,0.0,0.4725,0.1927,-0.27979999999999994,general
obliqa,fc535834-d668-48cf-8113-56732e6b0f85,0.01468,0.04162,0.02694,0.00817,0.99291,0.98474,-0.98474,0.21052631578947367,0.0,-0.21052631578947367,0.40568,0.01624,-0.38944,general
obliqa,fde33e91-0eba-4b69-a232-022aa8fbeac8,0.01195,0.01195,0.0,0.99611,0.99611,0.0,0.0,0.0,0.0,0.0,0.00528,0.00528,0.0,equal
obliqa,fe491dcb-3424-4f22-9b4b-015413c9e1df,0.08854,0.08854,0.0,0.99269,0.99269,0.0,0.0,0.0,0.0,0.0,0.03195,0.03195,0.0,equal
obliqa,fe515374-4abe-4841-937f-5d5c1937b9d5,0.65874,0.59338,-0.06535999999999997,0.97798,0.99003,0.012050000000000005,-0.012050000000000005,0.08823529411764706,0.058823529411764705,-0.02941176470588236,0.25633,0.22072,-0.03561,general
obliqa,ff29c71e-2b2d-4713-9d41-1b8a9ae0a400,0.50155,0.58527,0.0837199999999999,0.19236,0.06139,-0.13097,0.13097,0.4583333333333333,0.5416666666666666,0.08333333333333331,0.58917,0.68852,0.09935000000000005,task_aware
obliqa,ffb8ab74-8b2e-408e-82fc-e68a532f0067,0.01717,0.01717,0.0,0.99469,0.99469,0.0,0.0,0.0,0.0,0.0,0.00749,0.00749,0.0,equal
obliqa_mp,0050f26e-1640-4e1a-92b4-9eb1222e9b81,0.33421,0.81903,0.48482000000000003,0.0591,0.05151,-0.0075899999999999995,0.0075899999999999995,0.0625,0.0,-0.0625,0.44587,0.58917,0.14329999999999998,task_aware
obliqa_mp,007dbc17-1b9a-4fb1-a274-8923eb777a0e,0.74467,0.9027,0.1580299999999999,0.50319,0.52162,0.018429999999999946,-0.018429999999999946,0.0,0.0,0.0,0.41383,0.46036,0.046530000000000016,task_aware
obliqa_mp,0094bdbf-e00a-4e8b-b3de-7148844dfd2d,0.41295,0.42271,0.009759999999999991,0.00721,0.00921,0.001999999999999999,-0.001999999999999999,0.12,0.4,0.28,0.50858,0.6045,0.09592,task_aware
obliqa_mp,017e3146-7e38-4a23-a456-457b1306dca2,0.39232,0.07271,-0.31961,0.55724,0.3954,-0.16183999999999998,0.16183999999999998,0.3,0.3,0.0,0.37836,0.32577,-0.05258999999999997,general
obliqa_mp,047ab632-44f5-44cb-954f-29092a375f47,0.62272,0.65601,0.03328999999999993,0.09633,0.19845,0.10211999999999999,-0.10211999999999999,0.13636363636363635,0.2727272727272727,0.13636363636363635,0.55425,0.57676,0.02251000000000003,task_aware
obliqa_mp,05184585-328f-491a-9c66-cb306e684198,0.50112,0.49959,-0.0015300000000000313,0.20965,0.32305,0.1134,-0.1134,0.0625,0.0625,0.0,0.45132,0.41301,-0.03831000000000001,general
obliqa_mp,05bed25a-b5f2-4649-a3dd-95a1dd5a62cb,0.97946,0.66701,-0.31245,0.02609,0.50898,0.48289,-0.48289,0.0,0.0,0.0,0.65112,0.38601,-0.26511,general
obliqa_mp,05c61b5d-da36-44f2-bc61-3c9100c222e4,0.27167,0.28497,0.013299999999999979,0.21314,0.2866,0.07346000000000003,-0.07346000000000003,0.3125,0.3125,0.0,0.45701,0.43696,-0.020050000000000012,general
obliqa_mp,05cda38b-dcf5-4e75-aeac-14c6fd9ad47d,0.25058,0.25944,0.008859999999999979,0.02256,0.26177,0.23921,-0.23921,0.05555555555555555,0.0,-0.05555555555555555,0.42786,0.33256,-0.0953,general
obliqa_mp,05cf4f68-af07-4f04-8721-91497a9370ad,0.22551,0.5889,0.36339,0.2671,0.02424,-0.24286,0.24286,0.34782608695652173,0.34782608695652173,0.0,0.43541,0.6375,0.20208999999999994,task_aware
obliqa_mp,066ed020-b7e5-4229-bd5f-e5ac1fca6369,0.46927,0.52562,0.056349999999999956,0.49474,0.45896,-0.035780000000000034,0.035780000000000034,0.10526315789473684,0.10526315789473684,0.0,0.35993,0.39064,0.03070999999999996,task_aware
obliqa_mp,076de581-8d8b-4076-945e-0754fe3a8711,0.37559,0.01553,-0.36006,0.01799,0.01001,-0.00798,0.00798,0.08695652173913043,0.21739130434782608,0.13043478260869565,0.48152,0.40764,-0.07388,general
obliqa_mp,07972be3-5c7b-4a7f-9c42-4ff4c0077a00,0.37286,0.58153,0.20866999999999997,0.09694,0.01928,-0.07766,0.07766,0.125,0.0625,-0.0625,0.46697,0.54158,0.07460999999999995,task_aware
obliqa_mp,0821ea59-02ed-4937-9e30-935180113383,0.98821,0.82232,-0.16588999999999998,0.00791,0.4122,0.40429000000000004,-0.40429000000000004,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.67971,0.50926,-0.17045,general
obliqa_mp,0844ca37-54be-4a08-98e0-cb6725dace15,0.41701,0.26848,-0.14853,0.14991,0.56691,0.41700000000000004,-0.41700000000000004,0.14285714285714285,0.25,0.10714285714285715,0.46999,0.31719,-0.1528,general
obliqa_mp,0a1dfcd5-855d-4a9e-9e4a-59e9b2180691,0.44621,0.34946,-0.09675,0.05585,0.00884,-0.047009999999999996,0.047009999999999996,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.47795,0.47586,-0.0020899999999999808,general
obliqa_mp,0acb1e99-e70e-4ea6-abfc-6dd783be972f,0.50494,0.9779,0.47295999999999994,0.5229,0.00515,-0.51775,0.51775,0.0,0.0,0.0,0.32735,0.65758,0.3302300000000001,task_aware
obliqa_mp,0cf7c629-1ace-4220-ae69-1f9140e3040f,0.09815,0.74477,0.6466200000000001,0.0472,0.04799,0.000789999999999999,-0.000789999999999999,0.17647058823529413,0.058823529411764705,-0.11764705882352942,0.40914,0.5852,0.17606000000000005,task_aware
obliqa_mp,0ed65563-60b7-4c8d-97ac-45c531189895,0.51842,0.30774,-0.21067999999999998,0.06121,0.024,-0.03721,0.03721,0.0,0.043478260869565216,0.043478260869565216,0.48574,0.44241,-0.04332999999999998,general
obliqa_mp,1030b65c-963e-4247-a83e-706dd41b92e2,0.651,0.78306,0.13205999999999996,0.28204,0.09171,-0.19033,0.19033,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.50394,0.63521,0.13127,task_aware
obliqa_mp,106679c9-2275-461d-861e-a95bf3a1a95d,0.41914,0.27046,-0.14868000000000003,0.17629,0.25303,0.07673999999999997,-0.07673999999999997,0.13333333333333333,0.16666666666666666,0.033333333333333326,0.45873,0.3947,-0.06403000000000003,general
obliqa_mp,10ac7e12-b81d-46f9-8c40-a3823cda2b87,0.67177,0.65248,-0.01929000000000003,0.01751,0.21212,0.19461,-0.19461,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.58846,0.59123,0.00277000000000005,task_aware
obliqa_mp,10e8b5ac-6473-4301-84d4-dd09a7fbbada,0.50974,0.5146,0.0048599999999999755,0.90467,0.57223,-0.33243999999999996,0.33243999999999996,0.0,0.07142857142857142,0.07142857142857142,0.20169,0.33793,0.13624,task_aware
obliqa_mp,12b81d4c-1727-43cf-87a4-d7457918eaae,0.88695,0.83844,-0.04851000000000005,0.01612,0.01373,-0.0023899999999999998,0.0023899999999999998,0.15384615384615385,0.15384615384615385,0.0,0.67489,0.65952,-0.015369999999999995,general
obliqa_mp,12d21aad-3da3-4a29-8bda-0ab8265af7a8,0.25473,0.2459,-0.008830000000000005,0.13614,0.09329,-0.04285000000000001,0.04285000000000001,0.14285714285714285,0.14285714285714285,0.0,0.42048,0.43182,0.011339999999999961,task_aware
obliqa_mp,1353590c-3304-4038-986f-4d083fb2e2e9,0.36836,0.7277,0.35934,0.23781,0.25212,0.014310000000000017,-0.014310000000000017,0.043478260869565216,0.17391304347826086,0.13043478260869565,0.39134,0.54983,0.15849000000000002,task_aware
obliqa_mp,13705b29-5bca-41b0-876d-f45f4f1520e1,0.92615,0.95259,0.02644000000000002,0.97194,0.92386,-0.04808000000000001,0.04808000000000001,0.0625,0.03125,-0.03125,0.3389,0.35333,0.014429999999999998,task_aware
obliqa_mp,13723c0f-8764-4741-90bf-341847084a51,0.44902,0.18287,-0.26615,0.36138,0.3748,0.013420000000000043,-0.013420000000000043,0.11627906976744186,0.11627906976744186,0.0,0.40131,0.30812,-0.09319,general
obliqa_mp,137243b4-096f-4525-8c87-ecc1312085d9,0.9554,0.9792,0.023799999999999932,0.66744,0.06616,-0.60128,0.60128,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.44893,0.6769,0.22796999999999995,task_aware
obliqa_mp,1482d9e3-b7c1-4810-a118-e13f2c2b7d53,0.11252,0.25795,0.14543,0.5102,0.24793,-0.26227,0.26227,0.0625,0.1875,0.125,0.22161,0.39917,0.17756000000000002,task_aware
obliqa_mp,14e50df2-bf3e-442b-b85e-6343b505baec,0.05576,0.58495,0.5291899999999999,0.90335,0.10621,-0.79714,0.79714,0.14814814814814814,0.2222222222222222,0.07407407407407407,0.10019,0.56699,0.4668,task_aware
obliqa_mp,1531bd8d-a59e-4ab7-b204-a4966d400b97,0.20838,0.39385,0.18546999999999997,0.63225,0.4767,-0.15554999999999997,0.15554999999999997,0.0,0.10526315789473684,0.10526315789473684,0.19204,0.3408,0.14876,task_aware
obliqa_mp,163426b4-ce2f-4cd9-ba06-2641ad483aed,0.75438,0.54566,-0.20872000000000002,0.59551,0.6354,0.03988999999999998,-0.03988999999999998,0.16666666666666666,0.16666666666666666,0.0,0.44185,0.35898,-0.08287,general
obliqa_mp,1642d721-7654-4fc8-b93d-b583fe070ea9,0.20867,0.20816,-0.0005099999999999827,0.01377,0.00821,-0.005559999999999999,0.005559999999999999,0.075,0.05,-0.024999999999999994,0.4233,0.41665,-0.006649999999999989,general
obliqa_mp,167e6763-22ff-41d6-a6e9-728ffe31dcb6,0.57652,0.00729,-0.56923,0.34524,0.8441,0.49885999999999997,-0.49885999999999997,0.012195121951219513,0.012195121951219513,0.0,0.41449,0.05846,-0.35603,general
obliqa_mp,17031098-e217-40e4-ac3b-85034d86f6fe,0.58763,0.77865,0.19101999999999997,0.85945,0.58935,-0.2701,0.2701,0.0,0.0,0.0,0.24273,0.39643,0.1537,task_aware
obliqa_mp,176d3f66-58fe-4fe5-81ab-4a2cfc586f44,0.49856,0.54585,0.04728999999999994,0.22984,0.2414,0.011560000000000015,-0.011560000000000015,0.1875,0.125,-0.0625,0.48541,0.47648,-0.008929999999999993,general
obliqa_mp,18214714-b29c-41aa-a098-d2ce5718580b,0.17987,0.27793,0.09806000000000001,0.0808,0.01459,-0.06620999999999999,0.06620999999999999,0.07407407407407407,0.07407407407407407,0.0,0.39105,0.4458,0.054749999999999965,task_aware
obliqa_mp,18e6214f-f9c1-4a30-86bc-b4e03e561034,0.98736,0.4896,-0.49776000000000004,0.2365,0.02728,-0.20922,0.20922,0.0,0.0,0.0,0.58362,0.48744,-0.09618000000000004,general
obliqa_mp,19da4f1e-eed6-4b67-9ca6-c7c2a7f4a126,0.09768,0.48116,0.38348,0.00956,0.01201,0.002449999999999999,-0.002449999999999999,0.0,0.0,0.0,0.36271,0.48972,0.12701,task_aware
obliqa_mp,1a8146d6-bf5f-44e8-aca7-3831116d312a,0.92264,0.46861,-0.45403,0.0097,0.02309,0.013389999999999999,-0.013389999999999999,0.058823529411764705,0.058823529411764705,0.0,0.65725,0.50145,-0.15580000000000005,general
obliqa_mp,1aa88316-16ea-4497-843b-620c56951d6b,0.69323,0.9819,0.28867,0.66582,0.73349,0.06767000000000001,-0.06767000000000001,0.35714285714285715,0.14285714285714285,-0.2142857142857143,0.46152,0.46376,0.0022400000000000198,task_aware
obliqa_mp,1c7b5cde-dee8-4135-b3f0-e6e49cbaa5f5,0.68284,0.68788,0.0050400000000000444,0.20065,0.39777,0.19712000000000002,-0.19712000000000002,0.29411764705882354,0.17647058823529413,-0.11764705882352941,0.5921,0.48886,-0.10323999999999994,general
